Date,TSLA,MSFT,AMZN,SPOT,PFE,AMD,WMT,MO,KO,NKE,FB
2019-08-01,46.77000045776367,134.81581115722656,1855.3199462890625,155.61000061035156,33.523738861083984,29.860000610351562,105.33308410644531,40.105648040771484,48.430564880371094,81.44429016113281,192.72999572753906
2019-08-02,46.86800003051758,133.68309020996094,1823.239990234375,153.47000122070312,33.30463409423828,29.440000534057617,105.35234832763672,40.147525787353516,48.70981216430664,79.50419616699219,189.02000427246094
2019-08-05,45.66400146484375,129.10328674316406,1765.1300048828125,150.0,32.39313888549805,27.989999771118164,101.9048080444336,39.07536697387695,48.07685470581055,77.37794494628906,181.72999572753906
2019-08-06,46.150001525878906,131.5250244140625,1787.8299560546875,151.44000244140625,32.38437271118164,28.860000610351562,103.3011474609375,38.66492462158203,48.65396499633789,79.66095733642578,184.50999450683594
2019-08-07,46.683998107910156,132.1011199951172,1793.4000244140625,151.77999877929688,32.060089111328125,29.190000534057617,104.19674682617188,38.72356033325195,49.501014709472656,79.64137268066406,185.14999389648438
2019-08-08,47.65999984741211,135.6262969970703,1832.8900146484375,157.66000366210938,32.31425857543945,33.91999816894531,105.01932525634766,38.94972610473633,49.97572708129883,81.32669067382812,190.16000366210938
2019-08-09,47.00199890136719,134.47406005859375,1807.5799560546875,155.00999450683594,31.85850715637207,34.189998626708984,103.81932067871094,38.66492462158203,49.72439956665039,80.32726287841797,187.85000610351562
2019-08-12,45.801998138427734,132.59913635253906,1784.9200439453125,151.07000732421875,31.017133712768555,32.43000030517578,101.82577514648438,38.51415252685547,49.51962661743164,80.00390625,185.3699951171875
2019-08-13,47.0,135.34315490722656,1824.3399658203125,152.82000732421875,30.850608825683594,32.11000061035156,103.94513702392578,39.18425369262695,49.798866271972656,81.64025115966797,188.4499969482422
2019-08-14,43.92399978637695,131.26734924316406,1762.9599609375,147.14999389648438,30.009225845336914,30.239999771118164,102.77416229248047,38.4220085144043,49.32415008544922,79.39640808105469,179.7100067138672
2019-08-15,43.12799835205078,130.9734344482422,1776.1199951171875,145.3699951171875,30.21957015991211,29.670000076293945,109.05481719970703,38.10371780395508,50.14327621459961,77.90705871582031,182.58999633789062
2019-08-16,43.987998962402344,133.3738555908203,1792.5699462890625,147.74000549316406,30.368562698364258,31.18000030517578,109.34513854980469,38.93296432495117,50.64591598510742,78.6615219116211,183.6999969482422
2019-08-19,45.36600112915039,135.60769653320312,1816.1199951171875,150.10000610351562,30.833078384399414,31.479999542236328,110.13867950439453,39.117244720458984,50.90654754638672,79.49439239501953,186.1699981689453
2019-08-20,45.172000885009766,134.48095703125,1801.3800048828125,148.11000061035156,30.33350372314453,30.719999313354492,108.43546295166016,38.5560302734375,50.152587890625,78.90648651123047,183.80999755859375
2019-08-21,44.16600036621094,135.97994995117188,1823.5400390625,145.75999450683594,30.561378479003906,31.700000762939453,108.40643310546875,38.74031066894531,50.35736083984375,81.0719223022461,183.5500030517578
2019-08-22,44.43000030517578,134.99041748046875,1804.6600341796875,140.9499969482422,30.745431900024414,31.899999618530273,108.29998016357422,39.025108337402344,50.72038650512695,81.63043975830078,182.0399932861328
2019-08-23,42.279998779296875,130.68931579589844,1749.6199951171875,138.02000427246094,30.09686851501465,29.540000915527344,107.25480651855469,38.874332427978516,50.02226638793945,78.81832122802734,177.75
2019-08-26,43.0,132.70758056640625,1768.8699951171875,137.82000732421875,30.53508949279785,30.280000686645508,108.37738037109375,39.469051361083984,50.76692581176758,80.59180450439453,180.36000061035156
2019-08-27,42.816001892089844,132.99171447753906,1761.8299560546875,133.8800048828125,30.09686851501465,30.200000762939453,108.79353332519531,37.902687072753906,50.934471130371094,80.3762435913086,181.3000030517578
2019-08-28,43.11800003051758,132.81533813476562,1764.25,132.6699981689453,30.745431900024414,30.780000686645508,109.08384704589844,38.4052619934082,51.297489166259766,81.7970199584961,181.75999450683594
2019-08-29,44.34199905395508,135.32354736328125,1786.4000244140625,136.35000610351562,30.96454429626465,31.450000762939453,110.39996337890625,37.06505584716797,51.241641998291016,83.6587142944336,185.57000732421875
2019-08-30,45.12200164794922,135.06878662109375,1776.2900390625,134.9499969482422,31.157360076904297,31.450000762939453,110.57417297363281,36.63786697387695,51.23233413696289,83.01033782958984,185.6699981689453
2019-09-03,45.00199890136719,133.28565979003906,1789.8399658203125,133.41000366210938,31.65693473815918,30.899999618530273,110.94190979003906,36.88915252685547,51.47434997558594,83.1773452758789,182.38999938964844
2019-09-04,44.13600158691406,134.84349060058594,1800.6199951171875,133.4499969482422,31.402761459350586,30.950000762939453,112.17093658447266,37.106937408447266,51.91183090209961,84.82772064208984,187.13999938964844
2019-09-05,45.91600036621094,137.21446228027344,1840.719970703125,135.67999267578125,31.849748611450195,31.5,111.71610260009766,36.72999954223633,51.306800842285156,86.8612289428711,190.89999389648438
2019-09-06,45.4900016784668,136.28370666503906,1833.510009765625,136.05999755859375,31.989973068237305,30.559999465942383,111.02902221679688,36.72999954223633,51.40918731689453,87.1264877319336,187.49000549316406
2019-09-09,46.358001708984375,134.73570251464844,1831.3499755859375,134.10000610351562,32.279205322265625,30.5,112.57740020751953,36.88915252685547,50.74831008911133,87.1068344116211,188.75999450683594
2019-09-10,47.108001708984375,133.32484436035156,1820.550048828125,130.0,32.7612419128418,30.229999542236328,112.3064193725586,37.05668258666992,50.63661193847656,85.29927825927734,186.1699981689453
2019-09-11,49.41999816894531,133.36399841308594,1822.989990234375,132.0,32.78753662109375,29.760000228881836,112.27738952636719,37.45874786376953,50.98101043701172,85.22068786621094,188.49000549316406
2019-09-12,49.17399978637695,134.73570251464844,1843.550048828125,128.5500030517578,32.6735954284668,30.209999084472656,113.14836120605469,37.240962982177734,51.297489166259766,86.12445831298828,187.47000122070312
2019-09-13,49.040000915527344,134.53973388671875,1839.3399658203125,130.6300048828125,32.34931182861328,30.690000534057617,113.64190673828125,35.86640548706055,50.87556457519531,85.78063201904297,187.19000244140625
2019-09-16,48.5620002746582,133.56980895996094,1807.8399658203125,128.1699981689453,32.279205322265625,30.829999923706055,111.84191131591797,35.354148864746094,50.594268798828125,85.73150634765625,186.22000122070312
2019-09-17,48.95800018310547,134.60833740234375,1822.550048828125,129.0800018310547,31.989973068237305,30.989999771118164,112.75159454345703,35.268775939941406,50.856807708740234,86.04586791992188,188.0800018310547
2019-09-18,48.698001861572266,135.71543884277344,1817.4599609375,127.9800033569336,31.88479995727539,30.420000076293945,113.38063049316406,34.86750793457031,50.84742736816406,86.5272216796875,188.13999938964844
2019-09-19,49.31999969482422,138.2138214111328,1821.5,124.38999938964844,31.99873924255371,30.290000915527344,113.33222961425781,34.25279998779297,51.119346618652344,86.1539306640625,190.13999938964844
2019-09-20,48.124000549316406,136.6168212890625,1794.1600341796875,120.69999694824219,32.156497955322266,30.049999237060547,113.20642852783203,34.841896057128906,50.54739761352539,85.15190887451172,189.92999267578125
2019-09-23,48.24599838256836,136.32289123535156,1785.300048828125,121.61000061035156,31.762102127075195,30.639999389648438,113.82577514648438,34.90166091918945,50.76304244995117,86.14411163330078,186.82000732421875
2019-09-24,44.641998291015625,134.59854125976562,1741.6099853515625,116.80000305175781,31.560514450073242,29.520000457763672,114.58061981201172,34.77359390258789,50.91306686401367,85.6430892944336,181.27999877929688
2019-09-25,45.7400016784668,136.5384063720703,1768.3299560546875,118.22000122070312,31.464111328125,29.540000915527344,114.64836120605469,34.62845230102539,50.79116439819336,89.20911407470703,182.8000030517578
